Comments,Surrounding Code Context,Class,Predicted Class
/*g disables URLglobbing*/,"-4.         return PARAM_BAD_USE;
-3.       if(SetHTTPrequest(config, HTTPREQ_MIMEPOST, &config->httpreq))
-2.         return PARAM_BAD_USE;
-1.       break;

/*g disables URLglobbing*/

1.       config->globoff = toggle;
2.       break;",Not Useful,1
/*HTTP GET*/,"-2.       config->globoff = toggle;
-1.       break;

/*HTTP GET*/

111",Not Useful,1
/*--request-target*/,"-3.       config->globoff = toggle;
-2.       break;

/*--request-target*/

1.         GetStr(&config->request_target, nextarg);
2.       }
3.       else
4.         config->use_httpget = TRUE;
5.       break;",Not Useful,0
/*Allow strtok() here since this isn't used threaded*/,"-9.         char *string;
-8.         size_t len;
-7.         bool use_stdin = !strcmp(&nextarg[1], ""-"");
-6.         FILE *file = use_stdin?stdin:fopen(&nextarg[1], FOPEN_READTEXT);
-5.         if(!file)
-4.           warnf(global, ""Failed to open %s!\n"", &nextarg[1]);
-3.         else {
-2.           err = file2memory(&string, &len, file);
-1.           if(!err && string) {

/*Allow strtok() here since this isn't used threaded*/

111",Not Useful,0
/*!checksrc! disable BANNEDFUNC 2*/,"-10.         char *string;
-9.         size_t len;
-8.         bool use_stdin = !strcmp(&nextarg[1], ""-"");
-7.         FILE *file = use_stdin?stdin:fopen(&nextarg[1], FOPEN_READTEXT);
-6.         if(!file)
-5.           warnf(global, ""Failed to open %s!\n"", &nextarg[1]);
-4.         else {
-3.           err = file2memory(&string, &len, file);
-2.           if(!err && string) {

/*!checksrc! disable BANNEDFUNC 2*/

1.             char *h = strtok(string, ""\r\n"");
2.             while(h) {",Not Useful,1
/*--proxy-header*/,"-2.             char *h = strtok(string, ""\r\n"");
-1.             while(h) {

/*--proxy-header*/

1.                 err = add2list(&config->proxyheaders, h);
2.               else
3.                 err = add2list(&config->headers, h);
4.               if(err)
5.                 break;
6.               h = strtok(NULL, ""\r\n"");
7.             }
8.             free(string);
9.           }
10.           if(!use_stdin)",Not Useful,0
/*--proxy-header*/,"-2.             char *h = strtok(string, ""\r\n"");
-1.             while(h) {

/*--proxy-header*/

1.                 err = add2list(&config->proxyheaders, h);
2.               else
3.                 err = add2list(&config->headers, h);
4.               if(err)
5.                 break;
6.               h = strtok(NULL, ""\r\n"");
7.             }
8.             free(string);
9.           }
10.           if(!use_stdin)",Not Useful,1
/*parse config file*/,"-4.         config->doh_insecure_ok = toggle;
-3.       else
-2.         config->insecure_ok = toggle;
-1.       break;

/*parse config file*/

1.       if(parseconfig(nextarg, global)) {
2.         errorf(global, ""cannot read config from '%s'\n"", nextarg);
3.         return PARAM_READ_ERROR;
4.       }
5.       break;
6.     case 'l':",Not Useful,1
/*--no-manual shows no manual...*/,"-5.       err = str2udouble(&config->timeout, nextarg, LONG_MAX/1000);
-4.       if(err)
-3.         return err;
-2.       break;

/*--no-manual shows no manual...*/

1. #ifdef USE_MANUAL
2.         return PARAM_MANUAL_REQUESTED;
3. #else
4.         warnf(global,
5.               ""built-in manual was disabled at build-time!\n"");
6.         return PARAM_OPTION_UNKNOWN;
7. #endif
8.       }
9.       break;
10.     case 'n':",Not Useful,1
/*netrc-file*/,"-10.   {""k"",  ""insecure"",                 ARG_BOOL},
-9.   {""kd"", ""doh-insecure"",             ARG_BOOL},
-8.   {""K"",  ""config"",                   ARG_FILENAME},
-7.   {""l"",  ""list-only"",                ARG_BOOL},
-6.   {""L"",  ""location"",                 ARG_BOOL},
-5.   {""Lt"", ""location-trusted"",         ARG_BOOL},
-4.   {""m"",  ""max-time"",                 ARG_STRING},
-3.   {""M"",  ""manual"",                   ARG_BOOL},
-2.   {""n"",  ""netrc"",                    ARG_BOOL},
-1.   {""no"", ""netrc-optional"",           ARG_BOOL},
  {""ne"", ""netrc-file"",               ARG_FILENAME},

/*netrc-file*/

1.   {""N"",  ""buffer"",                   ARG_BOOL},",Not Useful,1
/*FALLTHROUGH*/,"-3.         config->file_clobber_mode = toggle ? CLOBBER_ALWAYS : CLOBBER_NEVER;
-2.         break;
-1.       }

/*FALLTHROUGH*/

111",Not Useful,0
/*fill in the outfile*/,"-3.         config->url_out = url = new_getout(config);
-2.       if(!url)
-1.         return PARAM_NO_MEM;

/*fill in the outfile*/

1.       if('o' == letter) {
2.         if(!*nextarg) {
3.           warnf(global, ""output file name has no length\n"");
4.           return PARAM_BAD_USE;
5.         }
6.         GetStr(&url->outfile, nextarg);",Not Useful,1
/*leave it*/,"-2.       }
-1.       else {

/*leave it*/

1.         if(toggle)",Not Useful,1
/*use remote file's time*/,"-10.                   ""\'start\'-\'stop\'. The server's response to this ""
-9.                   ""request is uncertain.\n"");
-8.             break;
-7.           }
-6.           tmp_range++;
-5.         }
-4.         GetStr(&config->range, nextarg);
-3.       }
-2.       break;
-1.     case 'R':

/*use remote file's time*/

1.       config->remote_time = toggle;
2.       break;
3.     case 's':",Not Useful,1
/*toggle off*/,"-8.       if(toggle)
-7.         global->mute = global->noprogress = TRUE;
-6.       else
-5.         global->mute = global->noprogress = FALSE;
-4.       if(global->showerror < 0)

/*toggle off*/

1.       break;
2.     case 'S':",Not Useful,0
/*show errors*/,"-3.       config->remote_time = toggle;
-2.       break;
-1.     case 's':

/*show errors*/

1.       if(toggle)
2.         global->mute = global->noprogress = TRUE;
3.       else
4.         global->mute = global->noprogress = FALSE;
5.       if(global->showerror < 0)",Not Useful,1
/*Telnet options*/,"-2.       break;
-1.     case 't':

/*Telnet options*/

1.       err = add2list(&config->telnet_options, nextarg);
2.       if(err)
3.         return err;
4.       break;
5.     case 'T':",Not Useful,1
/*mark -T used*/,"-3.         config->url_ul = url = new_getout(config);
-2.       if(!url)
-1.         return PARAM_NO_MEM;

/*mark -T used*/

1.       if(!*nextarg)
2.         url->flags |= GETOUT_NOUPLOAD;
3.       else {",Not Useful,0
/*verbose is disabled here*/,"-10.         Curl_safefree(global->trace_dump);
-9.         global->trace_dump = strdup(""%"");
-8.         if(!global->trace_dump)
-7.           return PARAM_NO_MEM;
-6.         if(global->tracetype && (global->tracetype != TRACE_PLAIN))
-5.           warnf(global,
-4.                 ""-v, --verbose overrides an earlier trace/verbose option\n"");
-3.         global->tracetype = TRACE_PLAIN;
-2.       }
-1.       else

/*verbose is disabled here*/

1.         global->tracetype = TRACE_NONE;
2.       break;
3.     case 'V':",Not Useful,0
/*pass the @*/,"-10.             curl_free(enc);
-9.             postdata = n;
-8.           }
-7.           else
-6.             return PARAM_NO_MEM;
-5.         }
-4.       }
-3.       else if('@' == *nextarg && !raw_mode) {

/*pass the @*/

1.         if(!strcmp(""-"", nextarg)) {
2.           file = stdin;",Not Useful,1
/*--preproxy*/,"-10.         if(err)
-9.           return err;
-8.         if(!config->writeout)
-7.           warnf(global, ""Failed to read %s"", fname);
-6.       }
-5.       else
-4.         GetStr(&config->writeout, nextarg);
-3.       break;
-2.     case 'x':
-1.       switch(subletter) {

/*--preproxy*/

1.         GetStr(&config->preproxy, nextarg);
2.         break;
3.       default:",Not Useful,1
/*--proxy*/,"-6.         err = str2num(&config->maxredirs, nextarg);
-5.         if(err)
-4.           return err;
-3.         if(config->maxredirs < -1)
-2.           return PARAM_BAD_NUMERIC;
-1.         break;

/*--proxy*/

1.         if(curlinfo->features & CURL_VERSION_NTLM)
2.           config->proxyntlm = toggle;
3.         else
4.           return PARAM_LIBCURL_DOESNT_SUPPORT;
5.         break;",Not Useful,1
/*set custom request*/,"-6.         GetStr(&config->proxy, nextarg);
-5.         config->proxyver = CURLPROXY_HTTP;
-4.         break;
-3.       }
-2.       break;
-1.     case 'X':

/*set custom request*/

1.       GetStr(&config->customrequest, nextarg);
2.       break;
3.     case 'y':",Not Useful,1
/*low speed time*/,"-3.       GetStr(&config->customrequest, nextarg);
-2.       break;
-1.     case 'y':

/*low speed time*/

1.       err = str2unum(&config->low_speed_time, nextarg);
2.       if(err)
3.         return err;
4.       if(!config->low_speed_limit)
5.         config->low_speed_limit = 1;
6.       break;
7.     case 'Y':",Not Useful,0
/*low speed limit*/,"-7.       err = str2unum(&config->low_speed_time, nextarg);
-6.       if(err)
-5.         return err;
-4.       if(!config->low_speed_limit)
-3.         config->low_speed_limit = 1;
-2.       break;
-1.     case 'Y':

/*low speed limit*/

1.       err = str2unum(&config->low_speed_limit, nextarg);
2.       if(err)
3.         return err;
4.       if(!config->low_speed_time)
5.         config->low_speed_time = 30;
6.       break;
7.     case 'Z':
8.       switch(subletter) {",Not Useful,1
/*--parallel*/,"-8.       err = str2unum(&config->low_speed_limit, nextarg);
-7.       if(err)
-6.         return err;
-5.       if(!config->low_speed_time)
-4.         config->low_speed_time = 30;
-3.       break;
-2.     case 'Z':
-1.       switch(subletter) {

/*--parallel*/

1.         global->parallel = toggle;
2.         break;",Not Useful,1
/*--parallel-max*/,"-2.         global->parallel = toggle;
-1.         break;

/*--parallel-max*/

1.         err = str2unum(&global->parallel_max, nextarg);
2.         if(err)
3.           return err;
4.         if((global->parallel_max > MAX_PARALLEL) ||
5.            (global->parallel_max < 1))
6.           global->parallel_max = PARALLEL_DEFAULT;
7.         break;",Not Useful,1
/*--parallel-connect*/,"-7.         err = str2unum(&global->parallel_max, nextarg);
-6.         if(err)
-5.           return err;
-4.         if((global->parallel_max > MAX_PARALLEL) ||
-3.            (global->parallel_max < 1))
-2.           global->parallel_max = PARALLEL_DEFAULT;
-1.         break;

/*--parallel-connect*/

1.         global->parallel_connect = toggle;
2.         break;
3.       }
4.       break;",Not Useful,1
/*FALLTHROUGH*/,"-3.         config->file_clobber_mode = toggle ? CLOBBER_ALWAYS : CLOBBER_NEVER;
-2.         break;
-1.       }

/*FALLTHROUGH*/

111",Not Useful,0
/*now let's see if it is a file name to get the time from instead!*/,"-7.         config->timecond = CURL_TIMECOND_LASTMOD;
-6.         nextarg++;
-5.         break;
-4.       }
-3.       now = time(NULL);
-2.       config->condtime = (curl_off_t)curl_getdate(nextarg, &now);
-1.       if(-1 == config->condtime) {

/*now let's see if it is a file name to get the time from instead!*/

1.         curl_off_t filetime = getfiletime(nextarg, global);
2.         if(filetime >= 0) {",Not Useful,1
/*unknown flag*/,"-10.         break;
-9.       case 'C':
-8.         GetStr(&config->etag_save_file, nextarg);
-7.         break;
-6.       case 'D':
-5.         GetStr(&config->etag_compare_file, nextarg);
-4.         break;
-3.       case 'E':
-2.         GetStr(&config->ssl_ec_curves, nextarg);
-1.         break;

/*unknown flag*/

1.         return PARAM_OPTION_UNKNOWN;
2.       }
3.       break;
4.     case 'f':
5.       switch(subletter) {",Not Useful,1
"/*Reset result as PARAM_NEXT_OPERATION is only used here and not
             returned from this function*/","-10.            following (URL) argument to start with -. */
-9.         stillflags = FALSE;
-8.       else {
-7.         char *nextarg = (i < (argc - 1))
-6.           ? curlx_convert_tchar_to_UTF8(argv[i + 1])
-5.           : NULL;
-4.         result = getparameter(orig_opt, nextarg, &passarg, global, config);
-3.         curlx_unicodefree(nextarg);
-2.         config = global->last;
-1.         if(result == PARAM_NEXT_OPERATION) {

/*Reset result as PARAM_NEXT_OPERATION is only used here and not
             returned from this function*/

1.           result = PARAM_OK;
2.           if(config->url_list && config->url_list->url) {",Not Useful,1
/*Set the global config pointer*/,"-1.               config_init(config->next);

/*Set the global config pointer*/

1.               config->next->global = global;",Not Useful,1
/*Update the last config pointer*/,"-1.               config->next->global = global;

/*Update the last config pointer*/

1.               global->last = config->next;",Not Useful,0
/*Move onto the new config*/,"-1.               global->last = config->next;

/*Move onto the new config*/

1.               config->next->prev = config;
2.               config = config->next;
3.             }
4.             else
5.               result = PARAM_NO_MEM;
6.           }
7.         }
8.         else if(!result && passarg)",Not Useful,0
/*we're supposed to skip this*/,"-8.               config->next->prev = config;
-7.               config = config->next;
-6.             }
-5.             else
-4.               result = PARAM_NO_MEM;
-3.           }
-2.         }
-1.         else if(!result && passarg)

/*we're supposed to skip this*/

1.       }
2.     }
3.     else {
4.       bool used;",Not Useful,1
/*Query the security package for Kerberos*/,"-10.  * This is used to evaluate if GSSAPI (Kerberos V5) is supported.
-9.  *
-8.  * Parameters: None
-7.  *
-6.  * Returns TRUE if Kerberos V5 is supported by Windows SSPI.
-5.  */
-4. bool Curl_auth_is_gssapi_supported(void)
-3. {
-2.   PSecPkgInfo SecurityPackage;
-1.   SECURITY_STATUS status;

/*Query the security package for Kerberos*/

1.   status = s_pSecFn->QuerySecurityPackageInfo((TCHAR *)
2.                                               TEXT(SP_NAME_KERBEROS),
3.                                               &SecurityPackage);",Not Useful,1
/*Query the security package for Kerberos*/,"-10.  * This is used to evaluate if GSSAPI (Kerberos V5) is supported.
-9.  *
-8.  * Parameters: None
-7.  *
-6.  * Returns TRUE if Kerberos V5 is supported by Windows SSPI.
-5.  */
-4. bool Curl_auth_is_gssapi_supported(void)
-3. {
-2.   PSecPkgInfo SecurityPackage;
-1.   SECURITY_STATUS status;

/*Query the security package for Kerberos*/

1.   status = s_pSecFn->QuerySecurityPackageInfo((TCHAR *)
2.                                               TEXT(SP_NAME_KERBEROS),
3.                                               &SecurityPackage);",Not Useful,1
/*Do we have credentials to use or are we using single sign-on?*/,"-5.     krb5->output_token = malloc(krb5->token_max);
-4.     if(!krb5->output_token)
-3.       return CURLE_OUT_OF_MEMORY;
-2.   }
-1.   if(!krb5->credentials) {

/*Do we have credentials to use or are we using single sign-on?*/

1.     if(userp && *userp) {",Not Useful,0
/*Allow proper cleanup of the identity structure*/,"-3.       result = Curl_create_sspi_identity(userp, passwdp, &krb5->identity);
-2.       if(result)
-1.         return result;

/*Allow proper cleanup of the identity structure*/

1.       krb5->p_identity = &krb5->identity;
2.     }
3.     else",Not Useful,0
/*Acquire our credentials handle*/,"-3.     krb5->credentials = calloc(1, sizeof(CredHandle));
-2.     if(!krb5->credentials)
-1.       return CURLE_OUT_OF_MEMORY;

/*Acquire our credentials handle*/

1.     status = s_pSecFn->AcquireCredentialsHandle(NULL,
2.                                                 (TCHAR *)
3.                                                 TEXT(SP_NAME_KERBEROS),
4.                                                 SECPKG_CRED_OUTBOUND, NULL,
5.                                                 krb5->p_identity, NULL, NULL,
6.                                                 krb5->credentials, &expiry);
7.     if(status != SEC_E_OK)
8.       return CURLE_LOGIN_DENIED;",Not Useful,0
/*Allocate the trailer*/,"-2.     max_size = 0;
-1.   }

/*Allocate the trailer*/

1.   trailer = malloc(sizes.cbSecurityTrailer);
2.   if(!trailer)
3.     return CURLE_OUT_OF_MEMORY;",Not Useful,1
/*Allocate our message*/,"-3.   trailer = malloc(sizes.cbSecurityTrailer);
-2.   if(!trailer)
-1.     return CURLE_OUT_OF_MEMORY;

/*Allocate our message*/

1.   messagelen = 4;
2.   if(authzid)
3.     messagelen += strlen(authzid);
4.   message = malloc(messagelen);
5.   if(!message) {
6.     free(trailer);
7.     return CURLE_OUT_OF_MEMORY;
8.   }",Not Useful,0
/*Allocate the padding*/,"-2.   if(authzid && *authzid)
-1.     memcpy(message + 4, authzid, messagelen - 4);

/*Allocate the padding*/

1.   padding = malloc(sizes.cbBlockSize);
2.   if(!padding) {
3.     free(message);
4.     free(trailer);
5.     return CURLE_OUT_OF_MEMORY;
6.   }",Not Useful,0
/*Encrypt the data*/,"-10.   wrap_desc.pBuffers     = wrap_buf;
-9.   wrap_buf[0].BufferType = SECBUFFER_TOKEN;
-8.   wrap_buf[0].pvBuffer   = trailer;
-7.   wrap_buf[0].cbBuffer   = sizes.cbSecurityTrailer;
-6.   wrap_buf[1].BufferType = SECBUFFER_DATA;
-5.   wrap_buf[1].pvBuffer   = message;
-4.   wrap_buf[1].cbBuffer   = curlx_uztoul(messagelen);
-3.   wrap_buf[2].BufferType = SECBUFFER_PADDING;
-2.   wrap_buf[2].pvBuffer   = padding;
-1.   wrap_buf[2].cbBuffer   = sizes.cbBlockSize;

/*Encrypt the data*/

1.   status = s_pSecFn->EncryptMessage(krb5->context, KERB_WRAP_NO_ENCRYPT,
2.                                     &wrap_desc, 0);
3.   if(status != SEC_E_OK) {
4.     free(padding);
5.     free(message);
6.     free(trailer);
7.     if(status == SEC_E_INSUFFICIENT_MEMORY)
8.       return CURLE_OUT_OF_MEMORY;
9.     return CURLE_AUTH_ERROR;
10.   }",Not Useful,1
"/** Curl_auth_cleanup_gssapi()
 *
 * This is used to clean up the GSSAPI (Kerberos V5) specific data.
 *
 * Parameters:
 *
 * krb5     [in/out] - The Kerberos 5 data struct being cleaned up.
 **/","Curl_sspi_free_identity(krb5->p_identity);
  krb5->p_identity = NULL;

/** Curl_auth_cleanup_gssapi()
 *
 * This is used to clean up the GSSAPI (Kerberos V5) specific data.
 *
 * Parameters:
 *
 * krb5     [in/out] - The Kerberos 5 data struct being cleaned up.
 **/

1.   krb5->token_max = 0;
2. }",Not Useful,0
/*Free our security context*/,"-10.  *
-9.  * This is used to clean up the GSSAPI (Kerberos V5) specific data.
-8.  *
-7.  * Parameters:
-6.  *
-5.  * krb5     [in/out] - The Kerberos 5 data struct being cleaned up.
-4.  *
-3.  */
-2. void Curl_auth_cleanup_gssapi(struct kerberos5data *krb5)
-1. {

/*Free our security context*/

1.   if(krb5->context) {
2.     s_pSecFn->DeleteSecurityContext(krb5->context);
3.     free(krb5->context);
4.     krb5->context = NULL;
5.   }",Not Useful,0
/*Free our credentials handle*/,"-5.   if(krb5->context) {
-4.     s_pSecFn->DeleteSecurityContext(krb5->context);
-3.     free(krb5->context);
-2.     krb5->context = NULL;
-1.   }

/*Free our credentials handle*/

1.   if(krb5->credentials) {
2.     s_pSecFn->FreeCredentialsHandle(krb5->credentials);
3.     free(krb5->credentials);
4.     krb5->credentials = NULL;
5.   }",Not Useful,0
/*Free our identity*/,"-5.   if(krb5->credentials) {
-4.     s_pSecFn->FreeCredentialsHandle(krb5->credentials);
-3.     free(krb5->credentials);
-2.     krb5->credentials = NULL;
-1.   }

/*Free our identity*/

1.   Curl_sspi_free_identity(krb5->p_identity);
2.   krb5->p_identity = NULL;",Not Useful,0
/*Free the SPN and output token*/,"-2.   Curl_sspi_free_identity(krb5->p_identity);
-1.   krb5->p_identity = NULL;

/*Free the SPN and output token*/

1.   Curl_safefree(krb5->spn);
2.   Curl_safefree(krb5->output_token);",Not Useful,1
/*Import the SPN*/,"-2.     spn_token.value = spn;
-1.     spn_token.length = strlen(spn);

/*Import the SPN*/

1.     major_status = gss_import_name(&minor_status, &spn_token,
2.                                    GSS_C_NT_HOSTBASED_SERVICE,
3.                                    &nego->spn);
4.     if(GSS_ERROR(major_status)) {
5.       Curl_gss_log_error(data, ""gss_import_name() failed: "",
6.                          major_status, minor_status);
7.       free(spn);
8.       return CURLE_AUTH_ERROR;
9.     }
10.     free(spn);",Not Useful,1
/*Query the security package for Negotiate*/,"-10.  * This is used to evaluate if SPNEGO (Negotiate) is supported.
-9.  *
-8.  * Parameters: None
-7.  *
-6.  * Returns TRUE if Negotiate is supported by Windows SSPI.
-5.  */
-4. bool Curl_auth_is_spnego_supported(void)
-3. {
-2.   PSecPkgInfo SecurityPackage;
-1.   SECURITY_STATUS status;

/*Query the security package for Negotiate*/

1.   status = s_pSecFn->QuerySecurityPackageInfo((TCHAR *)
2.                                               TEXT(SP_NAME_NEGOTIATE),
3.                                               &SecurityPackage);",Not Useful,0
/*Query the security package for Negotiate*/,"-10.  * This is used to evaluate if SPNEGO (Negotiate) is supported.
-9.  *
-8.  * Parameters: None
-7.  *
-6.  * Returns TRUE if Negotiate is supported by Windows SSPI.
-5.  */
-4. bool Curl_auth_is_spnego_supported(void)
-3. {
-2.   PSecPkgInfo SecurityPackage;
-1.   SECURITY_STATUS status;

/*Query the security package for Negotiate*/

1.   status = s_pSecFn->QuerySecurityPackageInfo((TCHAR *)
2.                                               TEXT(SP_NAME_NEGOTIATE),
3.                                               &SecurityPackage);",Not Useful,1
/*Allocate our credentials handle*/,"-1.       nego->p_identity = NULL;

/*Allocate our credentials handle*/

1.     nego->credentials = calloc(1, sizeof(CredHandle));
2.     if(!nego->credentials)
3.       return CURLE_OUT_OF_MEMORY;",Not Useful,0
/*Acquire our credentials handle*/,"-3.     nego->credentials = calloc(1, sizeof(CredHandle));
-2.     if(!nego->credentials)
-1.       return CURLE_OUT_OF_MEMORY;

/*Acquire our credentials handle*/

1.     nego->status =
2.       s_pSecFn->AcquireCredentialsHandle(NULL,
3.                                          (TCHAR *)TEXT(SP_NAME_NEGOTIATE),
4.                                          SECPKG_CRED_OUTBOUND, NULL,
5.                                          nego->p_identity, NULL, NULL,
6.                                          nego->credentials, &expiry);
7.     if(nego->status != SEC_E_OK)
8.       return CURLE_AUTH_ERROR;",Not Useful,1
/*Allocate our new context handle*/,"-8.     nego->status =
-7.       s_pSecFn->AcquireCredentialsHandle(NULL,
-6.                                          (TCHAR *)TEXT(SP_NAME_NEGOTIATE),
-5.                                          SECPKG_CRED_OUTBOUND, NULL,
-4.                                          nego->p_identity, NULL, NULL,
-3.                                          nego->credentials, &expiry);
-2.     if(nego->status != SEC_E_OK)
-1.       return CURLE_AUTH_ERROR;

/*Allocate our new context handle*/

1.     nego->context = calloc(1, sizeof(CtxtHandle));
2.     if(!nego->context)
3.       return CURLE_OUT_OF_MEMORY;
4.   }
5.   if(chlg64 && *chlg64) {",Not Useful,1
/*The last 3 #include files should be in this order*/,"-7. #include ""mime.h""
-6. #include ""vtls/vtls.h""
-5. #include ""strcase.h""
-4. #include ""sendf.h""
-3. #include ""strdup.h""
-2. #include ""rand.h""
-1. #include ""warnless.h""

/*The last 3 #include files should be in this order*/

1. #include ""curl_printf.h""
2. #include ""curl_memory.h""
3. #include ""memdebug.h""
4. #define HTTPPOST_PTRNAME CURL_HTTPPOST_PTRNAME
5. #define HTTPPOST_FILENAME CURL_HTTPPOST_FILENAME
6. #define HTTPPOST_PTRCONTENTS CURL_HTTPPOST_PTRCONTENTS
7. #define HTTPPOST_READFILE CURL_HTTPPOST_READFILE
8. #define HTTPPOST_PTRBUFFER CURL_HTTPPOST_PTRBUFFER
9. #define HTTPPOST_CALLBACK CURL_HTTPPOST_CALLBACK
10. #define HTTPPOST_BUFFER CURL_HTTPPOST_BUFFER",Not Useful,1
/*end of array state*/,"-1.       if(CURLFORM_END == option) {

/*end of array state*/

1.         array_state = FALSE;
2.         continue;
3.       }
4.     }
5.     else {",Not Useful,1
/*The last 3 #include files should be in this order*/,"-10. #include ""curl_addrinfo.h""
-9. #include ""doh.h""
-8. #include ""sendf.h""
-7. #include ""multiif.h""
-6. #include ""url.h""
-5. #include ""share.h""
-4. #include ""curl_base64.h""
-3. #include ""connect.h""
-2. #include ""strdup.h""
-1. #include ""dynbuf.h""

/*The last 3 #include files should be in this order*/

1. #include ""curl_printf.h""
2. #include ""curl_memory.h""
3. #include ""memdebug.h""
4. #define DNS_CLASS_IN 0x01
5. #ifndef CURL_DISABLE_VERBOSE_STRINGS
6. static const char * const errors[]={
7.   """",
8.   ""Bad label"",
9.   ""Out of range"",
10.   ""Label loop"",",Not Useful,1
/*bytes*/,"-4. {
-3.   const size_t hostlen = strlen(host);
-2.   unsigned char *orig = dnsp;
-1.   const char *hostp = host;
  /* The expected output length is 16 bytes more than the length of

/*bytes*/

1.    * the QNAME-encoding of the host name.
2.    *
3.    * A valid DNS name may not contain a zero-length label, except at
4.    * the end.  For this reason, a name beginning with a dot, or
5.    * containing a sequence of two or more consecutive dots, is invalid
6.    * and cannot be encoded as a QNAME.
7.    *
8.    * If the host name ends with a trailing dot, the corresponding
9.    * QNAME-encoding is one byte longer than the host name. If (as is
10.    * also valid) the hostname is shortened by the omission of the",Not Useful,1
/*next label*/,"-2.     if(dot)
-1.       hostp++;

/*next label*/

111",Not Useful,1
"/** This specific transfer on this connection has been ""drained"".*/","-9.         if(stream->push_headers[i][len] != ':')
-8.           continue;
-7.         return &stream->push_headers[i][len + 1];
-6.       }
-5.     }
-4.   }
-3.   return NULL;
-2. }
-1. /*
 * This specific transfer on this connection has been ""drained"".

/** This specific transfer on this connection has been ""drained"".*/

1.  */
2. static void drained_transfer(struct Curl_easy *data,
3.                              struct http_conn *httpc)
4. {
5.   DEBUGASSERT(httpc->drain_total >= data->state.drain);
6.   httpc->drain_total -= data->state.drain;
7.   data->state.drain = 0;
8. }
9. /*
10.  * Mark this transfer to get ""drained"".",Not Useful,0
/*setup the request struct*/,"-10.                        struct http_conn *httpc)
-9. {
-8.   data->state.drain++;
-7.   httpc->drain_total++;
-6.   DEBUGASSERT(httpc->drain_total >= data->state.drain);
-5. }
-4. static struct Curl_easy *duphandle(struct Curl_easy *data)
-3. {
-2.   struct Curl_easy *second = curl_easy_duphandle(data);
-1.   if(second) {

/*setup the request struct*/

1.     struct HTTP *http = calloc(1, sizeof(struct HTTP));
2.     if(!http) {
3.       (void)Curl_close(&second);
4.     }
5.     else {
6.       second->req.p.http = http;
7.       Curl_dyn_init(&http->header_recvbuf, DYN_H2_HEADERS);
8.       Curl_http2_setup_req(second);
9.       second->state.stream_weight = data->state.stream_weight;
10.     }",Not Useful,1
/*FAIL HARD*/,"-3.     struct Curl_easy *newhandle = duphandle(data);
-2.     if(!newhandle) {
-1.       infof(data, ""failed to duplicate handle"");

/*FAIL HARD*/

1.       goto fail;
2.     }
3.     heads.data = data;
4.     heads.frame = frame;",Not Useful,1
/*ask the application*/,"-4.       goto fail;
-3.     }
-2.     heads.data = data;
-1.     heads.frame = frame;

/*ask the application*/

1.     H2BUGF(infof(data, ""Got PUSH_PROMISE, ask application""));
2.     stream = data->req.p.http;
3.     if(!stream) {
4.       failf(data, ""Internal NULL stream"");
5.       (void)Curl_close(&newhandle);
6.       rv = CURL_PUSH_DENY;
7.       goto fail;
8.     }
9.     rv = set_transfer_url(newhandle, &heads);
10.     if(rv) {",Not Useful,1
/*free the headers again*/,"-10.     if(rv) {
-9.       (void)Curl_close(&newhandle);
-8.       rv = CURL_PUSH_DENY;
-7.       goto fail;
-6.     }
-5.     Curl_set_in_callback(data, true);
-4.     rv = data->multi->push_cb(data, newhandle,
-3.                               stream->push_headers_used, &heads,
-2.                               data->multi->push_userp);
-1.     Curl_set_in_callback(data, false);

/*free the headers again*/

1.     for(i = 0; i<stream->push_headers_used; i++)
2.       free(stream->push_headers[i]);
3.     free(stream->push_headers);
4.     stream->push_headers = NULL;
5.     stream->push_headers_used = 0;
6.     if(rv) {
7.       DEBUGASSERT((rv > CURL_PUSH_OK) && (rv <= CURL_PUSH_ERROROUT));",Not Useful,1
/*should never be a zero stream ID here*/,"-10.                               int32_t stream_id,
-9.                               const uint8_t *mem, size_t len, void *userp)
-8. {
-7.   struct HTTP *stream;
-6.   struct Curl_easy *data_s;
-5.   size_t nread;
-4.   struct connectdata *conn = (struct connectdata *)userp;
-3.   struct http_conn *httpc = &conn->proto.httpc;
-2.   (void)session;
-1.   (void)flags;

/*should never be a zero stream ID here*/

111",Not Useful,0
/*cleared*/,"-10.     if(rv) {
-9.       infof(data_s, ""http/2: failed to clear user_data for stream %d"",
-8.             stream_id);
-7.       DEBUGASSERT(0);
-6.     }
-5.     if(stream_id == httpc->pause_stream_id) {
-4.       H2BUGF(infof(data_s, ""Stopped the pause stream""));
-3.       httpc->pause_stream_id = 0;
-2.     }
-1.     H2BUGF(infof(data_s, ""Removed stream %u hash"", stream_id));

/*cleared*/

1.   }
2.   return 0;
3. }
4. static int on_begin_headers(nghttp2_session *session,
5.                             const nghttp2_frame *frame, void *userp)
6. {
7.   struct HTTP *stream;
8.   struct Curl_easy *data_s = NULL;
9.   (void)userp;
10.   data_s = nghttp2_session_get_stream_user_data(session, frame->hd.stream_id);",Not Useful,1
